,Book,Author,Description,Genres,Avg_Rating,Num_Ratings,URL
409,The Remains of the Day,Kazuo Ishiguro,"Librarian's note: See alternate cover edition of ISBN 0571225381 here.In the summer of 1956, Stevens, a long-serving butler at Darlington Hall, decides to take a motoring trip through the West Country. The six-day excursion becomes a journey into the past of Stevens and England, a past that takes in fascism, two world wars, and an unrealised love between the butler and his housekeeper.","['Fiction', 'Historical Fiction', 'Classics', 'Literary Fiction', 'Historical', 'Literature', 'Novels']",4.14,"274,253",https://www.goodreads.com/book/show/28921.The_Remains_of_the_Day
410,"Howl’s Moving Castle (Howl’s Moving Castle, #1)",Diana Wynne Jones,"An alternative cover for this ISBN can be found hereSophie has the great misfortune of being the eldest of three daughters, destined to fail miserably should she ever leave home to seek her fate. But when she unwittingly attracts the ire of the Witch of the Waste, Sophie finds herself under a horrid spell that transforms her into an old lady. Her only chance at breaking it lies in the ever-moving castle in the hills: the Wizard Howl's castle. To untangle the enchantment, Sophie must handle the heartless Howl, strike a bargain with a fire demon, and meet the Witch of the Waste head-on. Along the way, she discovers that there's far more to Howl—and herself—than first meets the eye.","['Fantasy', 'Young Adult', 'Fiction', 'Romance', 'Middle Grade', 'Magic', 'Childrens']",4.29,"306,351",https://www.goodreads.com/book/show/6294.Howl_s_Moving_Castle
411,The Thirteenth Tale,Diane Setterfield,"All children mythologize their birth...So begins the prologue of reclusive author Vida Winter's collection of stories, which are as famous for the mystery of the missing thirteenth tale as they are for the delight and enchantment of the twelve that do exist. The enigmatic Winter has spent six decades creating various outlandish life histories for herself -- all of them inventions that have brought her fame and fortune but have kept her violent and tragic past a secret. Now old and ailing, she at last wants to tell the truth about her extraordinary life. She summons biographer Margaret Lea, a young woman for whom the secret of her own birth, hidden by those who loved her most, remains an ever-present pain. Struck by a curious parallel between Miss Winter's story and her own, Margaret takes on the commission. As Vida disinters the life she meant to bury for good, Margaret is mesmerized. It is a tale of gothic strangeness featuring the Angelfield family, including the beautiful and willful Isabelle, the feral twins Adeline and Emmeline, a ghost, a governess, a topiary garden and a devastating fire. Margaret succumbs to the power of Vida's storytelling but remains suspicious of the author's sincerity. She demands the truth from Vida, and together they confront the ghosts that have haunted them while becoming, finally, transformed by the truth themselves. The Thirteenth Tale is a love letter to reading, a book for the feral reader in all of us, a return to that rich vein of storytelling that our parents loved and that we loved as children. Diane Setterfield will keep you guessing, make you wonder, move you to tears and laughter and, in the end, deposit you breathless yet satisfied back upon the shore of your everyday life.","['Fiction', 'Mystery', 'Historical Fiction', 'Gothic', 'Books About Books', 'Fantasy', 'Adult']",3.97,"304,659",https://www.goodreads.com/book/show/40440.The_Thirteenth_Tale
412,White Fang,Jack London,"White Fang is part dog and part wolf, and the lone survivor of his family. In his lonely world, he soon learns to follow the harsh law of the North--kill or be killed. But nothing in White Fang's life can prepare him for the cruel owner who turns him into a vicious killer. Will White Fang ever know the kindness of a gentle master?","['Classics', 'Fiction', 'Adventure', 'Animals', 'Young Adult', 'Historical Fiction', 'Literature']",4.01,"180,587",https://www.goodreads.com/book/show/43035.White_Fang
413,Marley and Me: Life and Love With the World's Worst Dog,John Grogan,"John and Jenny were young and deeply in love, with a perfect little house and not a care in the world. Then they brought home Marley, a wiggly yellow furball of a puppy. Life would never be the same.Marley quickly grew into an uncontrollable ninety-seven-pound steamroller of a Labrador retriever. Expelled from obedience school, even the tranquillisers prescribed by the vet couldn't stop him.Yet through the chaos and the hilarity, he won hearts and remained a steadfast model of devotion to his family, even when they were at their wits' end. Unconditional love, they would learn, comes in many forms.","['Nonfiction', 'Memoir', 'Animals', 'Biography', 'Dogs', 'Humor', 'Biography Memoir']",4.14,"464,188",https://www.goodreads.com/book/show/12691.Marley_and_Me
414,Mistress Suffragette,Diana   Forbes,"
A young woman without prospects at a ball in Gilded Age Newport, Rhode Island is a target for a certain kind of “suitor.”
At the Memorial Day Ball during the Panic of 1893, impoverished but feisty Penelope Stanton draws the unwanted advances of a villainous millionaire banker who preys on distressed women—the incorrigible Edgar Daggers. Over a series of encounters, he promises Penelope the financial security she craves, but at what cost? Skilled in the art of flirtation, Edgar is not without his charms, and Penelope is attracted to him against her better judgment. Initially, as Penelope grows into her own in the burgeoning early Women’s Suffrage Movement, Edgar exerts pressure, promising to use his power and access to help her advance. But can he be trusted, or are his words part of an elaborate mind game played between him and his wife? During a glittering age where a woman’s reputation is her most valuable possession, Penelope must decide whether to compromise her principles for love, lust, and the allure of an easier life.","['Historical Fiction', 'Fiction', 'Romance', 'New Adult', 'Historical', 'Adult', 'Young Adult']",4.29,"4,839",https://www.goodreads.com/book/show/34521870-mistress-suffragette
415,Still Alice,Lisa Genova,"Still Alice is a compelling debut novel about a 50-year-old woman's sudden descent into early onset Alzheimer's disease, written by first-time author Lisa Genova, who holds a Ph. D in neuroscience from Harvard University. Alice Howland, happily married with three grown children and a house on the Cape, is a celebrated Harvard professor at the height of her career when she notices a forgetfulness creeping into her life. As confusion starts to cloud her thinking and her memory begins to fail her, she receives a devastating diagnosis: early onset Alzheimer's disease. Fiercely independent, Alice struggles to maintain her lifestyle and live in the moment, even as her sense of self is being stripped away. In turns heartbreaking, inspiring and terrifying, Still Alice captures in remarkable detail what's it's like to literally lose your mind...","['Fiction', 'Contemporary', 'Psychology', 'Book Club', 'Adult Fiction', 'Adult', 'Audiobook']",4.32,"330,635",https://www.goodreads.com/book/show/2153405.Still_Alice
416,She's Come Undone,Wally Lamb,"In this extraordinary coming-of-age odyssey, Wally Lamb invites us to hitch a wild ride on a journey of love, pain, and renewal with the most heartbreakingly comical heroine to come along in years.Meet Dolores Price. She's 13, wise-mouthed but wounded, having bid her childhood goodbye. Stranded in front of her bedroom TV, she spends the next few years nourishing herself with the Mallomars, potato chips, and Pepsi her anxious mother supplies. When she finally orbits into young womanhood at 257 pounds, Dolores is no stronger and life is no kinder. But this time she's determined to rise to the occasion and give herself one more chance before she really goes under.","['Fiction', 'Contemporary', 'Chick Lit', 'Adult Fiction', 'Coming Of Age', 'Novels', 'Adult']",3.90,"338,542",https://www.goodreads.com/book/show/5203.She_s_Come_Undone
417,"A Time to Kill (Jake Brigance, #1)",John Grisham,"An alternate cover edition for the ISBN 9780385338608 can be found here. Before The Firm and The Pelican Brief made him a superstar, John Grisham wrote this riveting story of retribution and justice. In this searing courtroom drama, best-selling author John Grisham probes the savage depths of racial violence, as he delivers a compelling tale of uncertain justice in a small southern town, Clanton, Mississippi. The life of a ten-year-old girl is shattered by two drunken and remorseless young men. The mostly white town reacts with shock and horror at the inhuman crime. That is, until her black father acquires an assault rifle and takes matters into his hands. For ten days, as burning crosses and the crack of sniper fire spread through the streets of Clanton, the nation sits spellbound as young defense attorney Jake Brigance struggles to save his client's life, and then his own.","['Fiction', 'Mystery', 'Thriller', 'Crime', 'Suspense', 'Legal Thriller', 'Mystery Thriller']",4.10,"783,226",https://www.goodreads.com/book/show/32542.A_Time_to_Kill
418,Houdini Heart,Ki Longfellow,"HOUDINI HEART harkens back to the masters of suspenseful supernatural horror: Poe, Lovecraft, Shirley Jackson, but speaks with a wholly fresh voice. Once caught in its pages, there's no escaping Longfellow's terrible tale. Weeks ago, she was one of Hollywood's biggest writers, wed to one of its greatest stars. The doting mother of their golden child. But now? She's alone, tortured by a horrifying secret no woman could bear. Pursued by those she can't outrun, anguished by a guilt she can't endure, and driven close to madness, she flees to the one place she's ever called home: a small town in Vermont where River House still stands. To a child, the splendid hotel was mysterious and magical and all its glamorous guests knew delicious secrets. Cocooned in its walls, she will write one last book. Her atonement? Or her suicide note? But life is never as you dream it, and River House isn't what she'd always imagined it was. Intense, literary, and harrowing, Houdini Heart is a tale of bone-chilling horror, emotional torment, and psychological terror. Gripped by River House, trapped in an aging hotel of mirrors only Houdini could escape, how much can haunt a mind before it too is only a thing once imagined? ""A haunting and disturbing journey through the psyche.""-Erika Mailman, Author of ""The Witch's Trinity""","['Horror', 'Fantasy', 'Fiction', 'Mystery', 'Magical Realism', 'Gothic', 'Literature']",3.82,"5,697",https://www.goodreads.com/book/show/11324204-houdini-heart
419,Around the World in Eighty Days,Jules Verne,"One night in the reform club, Phileas Fogg bets his companions that he can travel across the globe in just eighty days. Breaking the well-established routine of his daily life, he immediately sets off for Dover with his astonished valet Passepartout. Passing through exotic lands and dangerous locations, they seize whatever transportation is at hand—whether train or elephant—overcoming set-backs and always racing against the clock.","['Classics', 'Fiction', 'Adventure', 'Science Fiction', 'France', 'Travel', 'Fantasy']",3.94,"231,683",https://www.goodreads.com/book/show/54479.Around_the_World_in_Eighty_Days
420,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",C.S. Lewis,"NARNIA... the world of wicked dragons and magic spells, where the very best is brought out of even the worst people, where anything can happen (and most often does)... and where the adventure begins.The Dawn Treader is the first ship Narnia has seen in centuries. King Caspian has built it for his voyage to find the seven lords, good men whom his evil uncle Miraz banished when he usurped the throne. The journey takes Edmund, Lucy, and their cousin Eustace to the Eastern Islands, beyond the Silver Sea, toward Aslan's country at the End of the World.","['Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Childrens', 'Adventure', 'Christian']",4.09,"448,922",https://www.goodreads.com/book/show/140225.The_Voyage_of_the_Dawn_Treader
421,King Lear,William Shakespeare,"Shakespeare’s King Lear challenges us with the magnitude, intensity, and sheer duration of the pain that it represents. Its figures harden their hearts, engage in violence, or try to alleviate the suffering of others. Lear himself rages until his sanity cracks. What, then, keeps bringing us back to King Lear? For all the force of its language, King Lear is almost equally powerful when translated, suggesting that it is the story, in large part, that draws us to the play.The play tells us about families struggling between greed and cruelty, on the one hand, and support and consolation, on the other. Emotions are extreme, magnified to gigantic proportions. We also see old age portrayed in all its vulnerability, pride, and, perhaps, wisdom—one reason this most devastating of Shakespeare’s tragedies is also perhaps his most moving.The authoritative edition of King Lear from The Folger Shakespeare Library, the trusted and widely used Shakespeare series for students and general readers, includes:-Freshly edited text based on the best early printed version of the play-Full explanatory notes conveniently placed on pages facing the text of the play-Scene-by-scene plot summaries-A key to the play’s famous lines and phrases-An introduction to reading Shakespeare’s language-An essay by a leading Shakespeare scholar providing a modern perspective on the play-Fresh images from the Folger Shakespeare Library’s vast holdings of rare books-An annotated guide to further readingEssay by Susan SnyderThe Folger Shakespeare Library in Washington, DC, is home to the world’s largest collection of Shakespeare’s printed works, and a magnet for Shakespeare scholars from around the globe. In addition to exhibitions open to the public throughout the year, the Folger offers a full calendar of performances and programs. For more information, visit Folger.edu.","['Classics', 'Plays', 'Drama', 'Fiction', 'School', 'Theatre', 'Literature']",3.91,"208,480",https://www.goodreads.com/book/show/12938.King_Lear
422,Middlemarch,George Eliot,"Taking place in the years leading up to the First Reform Bill of 1832, Middlemarch explores nearly every subject of concern to modern life: art, religion, science, politics, self, society, human relationships. Among her characters are some of the most remarkable portraits in English literature: Dorothea Brooke, the heroine, idealistic but naive; Rosamond Vincy, beautiful and egoistic: Edward Casaubon, the dry-as-dust scholar: Tertius Lydgate, the brilliant but morally-flawed physician: the passionate artist Will Ladislaw: and Fred Vincey and Mary Garth, childhood sweethearts whose charming courtship is one of the many humorous elements in the novel's rich comic vein.","['Classics', 'Fiction', 'Historical Fiction', 'Literature', '19th Century', 'Victorian', 'Novels']",4.00,"154,792",https://www.goodreads.com/book/show/19089.Middlemarch
423,The Wind-Up Bird Chronicle,Haruki Murakami,"Japan's most highly regarded novelist now vaults into the first ranks of international fiction writers with this heroically imaginative novel, which is at once a detective story, an account of a disintegrating marriage, and an excavation of the buried secrets of World War II. In a Tokyo suburb a young man named Toru Okada searches for his wife's missing cat. Soon he finds himself looking for his wife as well in a netherworld that lies beneath the placid surface of Tokyo. As these searches intersect, Okada encounters a bizarre group of allies and antagonists: a psychic prostitute; a malevolent yet mediagenic politician; a cheerfully morbid sixteen-year-old-girl; and an aging war veteran who has been permanently changed by the hideous things he witnessed during Japan's forgotten campaign in Manchuria. Gripping, prophetic, suffused with comedy and menace, The Wind-Up Bird Chronicle is a tour de force equal in scope to the masterpieces of Mishima and Pynchon.","['Fiction', 'Magical Realism', 'Japan', 'Japanese Literature', 'Fantasy', 'Contemporary', 'Novels']",4.15,"265,142",https://www.goodreads.com/book/show/11275.The_Wind_Up_Bird_Chronicle
424,Northanger Abbey,Jane Austen,"A wonderfully entertaining coming-of-age story, Northanger Abbey is often referred to as Jane Austen's ""Gothic parody."" Decrepit castles, locked rooms, mysterious chests, cryptic notes, and tyrannical fathers give the story an uncanny air, but one with a decidedly satirical twist.The story's unlikely heroine is Catherine Morland, a remarkably innocent seventeen-year-old woman from a country parsonage. While spending a few weeks in Bath with a family friend, Catherine meets and falls in love with Henry Tilney, who invites her to visit his family estate, Northanger Abbey. Once there, Catherine, a great reader of Gothic thrillers, lets the shadowy atmosphere of the old mansion fill her mind with terrible suspicions. What is the mystery surrounding the death of Henry's mother? Is the family concealing a terrible secret within the elegant rooms of the Abbey? Can she trust Henry, or is he part of an evil conspiracy? Catherine finds dreadful portents in the most prosaic events, until Henry persuades her to see the peril in confusing life with art.Executed with high-spirited gusto, Northanger Abbey is a lighthearted, yet unsentimental commentary on love and marriage.","['Classics', 'Fiction', 'Romance', 'Gothic', 'Historical Fiction', 'Literature', '19th Century']",3.84,"373,201",https://www.goodreads.com/book/show/50398.Northanger_Abbey
425,The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,"What should we have for dinner? For omnivore like ourselves, this simple question has always posed a dilemma. When you can eat just about anything nature (or the supermarket) has to offer, deciding what you should eat will inevitably stir anxiety, especially when some of the foods on offer might shorten your life. Today, buffered by one food fad after another, America is suffering from what can only be described as a national eating disorder. The omnivore’s dilemma has returned with a vengeance, as the cornucopia of the modern American supermarket and fast-food outlet confronts us with a bewildering and treacherous food landscape. What’s at stake in our eating choices is not only our own and our children’s health, but the health of the environment that sustains life on earth.The Omnivore's Dilemma is groundbreaking book, in which one of America’s most fascinating, original, and elegant writers turns his own omnivorous mind to the seemingly straightforward question of what we should have for dinner. The question has confronted us since man discovered fire, but according to Michael Pollan, the bestselling author of The Botany of Desire, how we answer it today, at the dawn of the twenty-first century, may well determine our very survival as a species. Should we eat a fast-food hamburger? Something organic? Or perhaps something we hunt, gather, or grow ourselves? To find out, Pollan follows each of the food chains that sustain us—industrial food, organic or alternative food, and food we forage ourselves—from the source to a final meal, and in the process develops a definitive account of the American way of eating. His absorbing narrative takes us from Iowa cornfields to food-science laboratories, from feedlots and fast-food restaurants to organic farms and hunting grounds, always emphasizing our dynamic coevolutionary relationship with the handful of plant and animal species we depend on. Each time Pollan sits down to a meal, he deploys his unique blend of personal and investigative journalism to trace the origins of everything consumed, revealing what we unwittingly ingest and explaining how our taste for particular foods and flavors reflects our evolutionary inheritance.The surprising answers Pollan offers to the simple question posed by this book have profound political, economic, psychological, and even moral implications for all of us. Ultimately, this is a book as much about visionary solutions as it is about problems, and Pollan contends that, when it comes to food, doing the right thing often turns out to be the tastiest thing an eater can do. Beautifully written and thrillingly argued, The Omnivore’s Dilemma promises to change the way we think about the politics and pleasure of eating. For anyone who reads it, dinner will never again look, or taste, quite the same.","['Nonfiction', 'Food', 'Science', 'Health', 'History', 'Nutrition', 'Environment']",4.18,"199,833",https://www.goodreads.com/book/show/3109.The_Omnivore_s_Dilemma
426,Different Seasons,Stephen King,This Book is in Good Condition. Used Copy With Light Amount of Wear. 100% Guaranteed. NO MARKINGS AT ALL!! SHIPS OUT FAST FROM AMAZON'S WAREHOUSE!!,"['Horror', 'Fiction', 'Short Stories', 'Thriller', 'Mystery', 'Fantasy', 'Drama']",4.35,"196,795",https://www.goodreads.com/book/show/39662.Different_Seasons
427,Sarah's Key,Tatiana de Rosnay,"Paris, July 1942: Ten-year-old Sarah is brutally arrested with her family in the Vel' d'Hiv' roundup, the most notorious act of French collaboration with the Nazis. but before the police come to take them, Sarah locks her younger brother, Michel, in their favorite hiding place, a cupboard in the family's apartment. She keeps the key, thinking that she will be back within a few hours.Paris, May 2002: On Vel' d'Hiv's sixtieth anniversary, Julia Jarmond, an American journalist, is asked by her Paris-based American magazine to write an article about this black day in France's past. Julia has lived in Paris for nearly twenty-five years, married a Frenchman, and she is shocked both by her ignorance about the event and the silence that still surrounds it. In the course of her investigation, she stumbles onto a trail of long-hidden family secrets that connects her to Sarah. Julia finds herself compelled to retrace the girl's ordeal, from the terrible days spent shut in at the Vel' d'Hiv' to the camps and beyond. As she probes into Sarah's past, she begins to question her own place in France and to reevaluate her marriage and her life.Writing about the fate of her country with a pitiless clarity, Tatiana de Rosnay offers us a brilliantly subtle, compelling portrait of France under occupation and reveals the taboos and denial surrounding this painful episode in French history.(front flap)","['Historical Fiction', 'Fiction', 'Holocaust', 'Historical', 'World War II', 'France', 'War']",4.17,"462,312",https://www.goodreads.com/book/show/556602.Sarah_s_Key
428,The Hunchback of Notre-Dame,Victor Hugo,"This extraordinary historical French gothic novel, set in Medieval Paris under the twin towers of its greatest structure and supreme symbol, the cathedral of Notre-Dame, is the haunting drama of Quasimodo, the disabled bell-ringer of Notre-Dame, as he struggles to stand up to his ableist guardian Claude Frollo, who also wants to commit genocide against Paris' Romani population.The novel has been described as a key text in French literature[1] and has been adapted for film over a dozen times, in addition to numerous television and stage adaptations, such as a 1923 silent film with Lon Chaney, a 1939 sound film with Charles Laughton, and a 1996 Disney animated film with Tom Hulce (both as Quasimodo).The novel sought to preserve values of French culture in a time period of great change, which resulted in the destruction of many French Gothic structures. The novel made Notre-Dame de Paris a national icon and served as a catalyst for renewed interest in the restoration of Gothic form.","['Classics', 'Fiction', 'Historical Fiction', 'France', 'Literature', 'French Literature', 'Gothic']",4.01,"192,720",https://www.goodreads.com/book/show/30597.The_Hunchback_of_Notre_Dame
429,"Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead",Fyodor Dostoevsky,"A collection of powerful stories by one of the masters of Russian literature, illustrating the author's thoughts on political philosophy, religion and above all, humanity: Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead (150th Anniversary Edition)The compelling works presented in this volume were written at distinct periods in Dostoyevsky's life, at decisive moments in his groping for a political philosophy and a religious answer. From the primitive peasant who kills without understanding that he is destroying life to the anxious antihero of Notes from Underground—who both craves and despises affection—the writer's often-tormented characters showcase his evolving outlook on our fate.Thomas Mann described Dostoyevsky as ""an author whose Christian sympathy is ordinarily devoted to human misery, sin, vice, the depths of lust and crime, rather than to nobility of body and soul"" and Notes from Underground as ""an awe- and terror- inspiring example of this sympathy.""","['Classics', 'Fiction', 'Russia', 'Philosophy', 'Russian Literature', 'Literature', 'Novels']",4.18,"75,966",https://www.goodreads.com/book/show/17876.Notes_from_Underground_White_Nights_The_Dream_of_a_Ridiculous_Man_and_Selections_from_The_House_of_the_Dead
430,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,"Fast food has hastened the malling of our landscape, widened the chasm between rich and poor, fueled an epidemic of obesity, and propelled American cultural imperialism abroad. That's a lengthy list of charges, but here Eric Schlosser makes them stick with an artful mix of first-rate reportage, wry wit, and careful reasoning.Schlosser's myth-shattering survey stretches from California's subdivisions where the business was born to the industrial corridor along the New Jersey Turnpike where many fast food's flavors are concocted. Along the way, he unearths a trove of fascinating, unsettling truths -- from the unholy alliance between fast food and Hollywood to the seismic changes the industry has wrought in food production, popular culture, and even real estate. (back cover)","['Nonfiction', 'Food', 'Health', 'Sociology', 'Politics', 'History', 'Science']",3.75,"204,717",https://www.goodreads.com/book/show/1097.Fast_Food_Nation
431,Veronika Decides to Die,Paulo Coelho,"In his latest international bestseller, the celebrated author of The Alchemist addresses the fundamental questions asked by millions: What am I doing here today? and Why do I go on living?Twenty-four-year-old Veronika seems to have everything she could wish for: youth and beauty, plenty of attractive boyfriends, a fulfilling job, and a loving family. Yet something is lacking in her life. Inside her is a void so deep that nothing could possibly ever fill it. So, on the morning of November 11, 1997, Veronika decides to die. She takes a handful of sleeping pills expecting never to wake up.Naturally Veronika is stunned when she does wake up at Villete, a local mental hospital, where the staff informs her that she has, in fact, partially succeeded in achieving her goal. While the overdose didn't kill Veronika immediately, the medication has damaged her heart so severely that she has only days to live.The story follows Veronika through the intense week of self-discovery that ensues. To her surprise, Veronika finds herself drawn to the confinement of Villete and its patients, who, each in his or her individual way, reflect the heart of human experience. In the heightened state of life's final moments, Veronika discovers things she has never really allowed herself to feel before: hatred, fear, curiosity, love, and sexual awakening. She finds that every second of her existence is a choice between living and dying, and at the eleventh hour emerges more open to life than ever before.In Veronika Decides to Die, Paulo Coelho takes the reader on a distinctly modern quest to find meaning in a culture overshadowed by angst, soulless routine, and pervasive conformity. Based on events in Coelho's own life, Veronika Decides to Die questions the meaning of madness and celebrates individuals who do not fit into patterns society considers to be normal. Poignant and illuminating, it is a dazzling portrait of a young woman at the crossroads of despair and liberation, and a poetic, exuberant appreciation of each day as a renewed opportunity.","['Fiction', 'Contemporary', 'Philosophy', 'Novels', 'Psychology', 'Romance', 'Mental Health']",3.72,"209,619",https://www.goodreads.com/book/show/1431.Veronika_Decides_to_Die
432,Breakfast of Champions,Kurt Vonnegut Jr.,"Alternate cover for this ISBN can be found hereIn Breakfast of Champions, one of Kurt Vonnegut’s most beloved characters, the aging writer Kilgore Trout, finds to his horror that a Midwest car dealer is taking his fiction as truth. What follows is murderously funny satire, as Vonnegut looks at war, sex, racism, success, politics, and pollution in America and reminds us how to see the truth.","['Fiction', 'Classics', 'Science Fiction', 'Humor', 'Literature', 'Novels', 'American']",4.07,"249,901",https://www.goodreads.com/book/show/4980.Breakfast_of_Champions
433,I Know This Much Is True,Wally Lamb,"On the afternoon of October 12, 1990, my twin brother, Thomas, entered the Three Rivers, Connecticut, public library, retreated to one of the rear study carrels, and prayed to God the sacrifice he was about to commit would be deemed acceptable. . . .One of the most acclaimed novels of our time, Wally Lamb's I Know This Much Is True is a story of alienation and connection, devastation and renewal, at once joyous, heartbreaking, poignant, mystical, and powerfully, profoundly human.","['Fiction', 'Contemporary', 'Novels', 'Literary Fiction', 'Adult Fiction', 'Mental Illness', 'Adult']",4.20,"306,455",https://www.goodreads.com/book/show/227711.I_Know_This_Much_Is_True
434,"I, Robot (Robot, #0.1)",Isaac Asimov,"Isaac Asimov's I, Robot launches readers on an adventure into a not-so-distant future where man and machine , struggle to redefinelife, love, and consciousness—and where the stakes are nothing less than survival. Filled with unforgettable characters, mind-bending speculation, and nonstop action, I, Robot is a powerful reading experience from one of the master storytellers of our time. I, ROBOT They mustn't harm a human being, they must obey human orders, and they must protect their own existence...but only so long as that doesn't violate rules one and two. With these Three Laws of Robotics, humanity embarked on perhaps its greatest adventure: the invention of the first positronic man. It was a bold new era of evolution that would open up enormous possibilities—and unforeseen risks. For the scientists who invented the earliest robots weren't content that their creations should ' remain programmed helpers, companions, and semisentient worker-machines. And soon the robots themselves; aware of their own intelligence, power, and humanity, aren't either. As humans and robots struggle to survive together—and sometimes against each other—on earth and in space, the future of both hangs in the balance. Human men and women confront robots gone mad, telepathic robots, robot politicians, and vast robotic intelligences that may already secretly control the world. And both are asking the same questions: What is human? And is humanity obsolete? In l, Robot Isaac Asimov changes forever our perception of robots, and human beings and updates the timeless myth of man's dream to play god. with all its rewards—and terrors.--front flap","['Science Fiction', 'Fiction', 'Classics', 'Short Stories', 'Science Fiction Fantasy', 'Fantasy', 'Robots']",4.21,"328,711",https://www.goodreads.com/book/show/41804.I_Robot
435,A Portrait of the Artist as a Young Man,James Joyce,"The portrayal of Stephen Dedalus's Dublin childhood and youth, his quest for identity through art and his gradual emancipation from the claims of family, religion and Ireland itself, is also an oblique self-portrait of the young James Joyce and a universal testament to the artist's 'eternal imagination'. Both an insight into Joyce's life and childhood, and a unique work of modernist fiction, A Portrait of the Artist as a Young Man is a novel of sexual awakening, religious rebellion and the essential search for voice and meaning that every nascent artist must face in order to blossom fully into themselves.","['Classics', 'Fiction', 'Literature', 'Irish Literature', 'Ireland', 'Novels', '20th Century']",3.63,"145,088",https://www.goodreads.com/book/show/7588.A_Portrait_of_the_Artist_as_a_Young_Man
436,The Power of Myth,Joseph Campbell,"The Power Of Myth launched an extraordinary resurgence of interest in Joseph Campbell and his work. A preeminent scholar, writer, and teacher, he has had a profound influence on millions of people. To him, mythology was the ""song of the universe, the music of the spheres."" With Bill Moyers, one of America's most prominent journalists, as his thoughtful and engaging interviewer, The Power Of Myth touches on subjects from modern marriage to virgin births, from Jesus to John Lennon, offering a brilliant combination of intelligence and wit.","['Nonfiction', 'Mythology', 'Philosophy', 'History', 'Religion', 'Psychology', 'Spirituality']",4.26,"49,573",https://www.goodreads.com/book/show/35519.The_Power_of_Myth
437,"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,"Ged, the greatest sorcerer in all Earthsea, was called Sparrowhawk in his reckless youth. Hungry for power and knowledge, Sparrowhawk tampered with long-held secrets and loosed a terrible shadow upon the world. This is the tale of his testing, how he mastered the mighty words of power, tamed an ancient dragon, and crossed death's threshold to restore the balance.","['Fantasy', 'Fiction', 'Young Adult', 'Classics', 'Science Fiction Fantasy', 'Magic', 'High Fantasy']",4.01,"293,964",https://www.goodreads.com/book/show/13642.A_Wizard_of_Earthsea
438,The Secret History,Donna Tartt,"Under the influence of their charismatic classics professor, a group of clever, eccentric misfits at an elite New England college discover a way of thinking and living that is a world away from the humdrum existence of their contemporaries. But when they go beyond the boundaries of normal morality they slip gradually from obsession to corruption and betrayal, and at last—inexorably—into evil.","['Fiction', 'Mystery', 'Classics', 'Contemporary', 'Thriller', 'Literary Fiction', 'Mystery Thriller']",4.17,"579,022",https://www.goodreads.com/book/show/29044.The_Secret_History
439,Harper Lee's To Kill a Mockingbird,Harold Bloom,"Published in 1960 and awarded the Pulitzer Prize in 1961, To Kill a Mockingbird is required reading for many middle and high school students. The coming-of-age tale of its young narrator, Jean Louise ""Scout"" Finch, of Maycomb, Alabama, is interwoven with explorations of the issues of prejudice, innocence, compassion, and hypocrisy. This accessible study guide is a compilation of important current criticism on Harper Lee's first and only novel gleaned from key publications.","['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'High School', 'School', 'Literary Criticism']",4.43,"7,508",https://www.goodreads.com/book/show/24374.Harper_Lee_s_To_Kill_a_Mockingbird
440,"Bridget Jones's Diary (Bridget Jones, #1)",Helen Fielding,"Meet Bridget Jones —a 30-something Singleton who is certain she would have all the answers if she could:a. lose 7 poundsb. stop smokingc. develop Inner Poise""129 lbs. (how is it possible to put on 4 pounds in the middle of the night? Could flesh have somehow solidified becoming denser and heavier? Repulsive, horrifying notion), alcohol units 4 (excellent), cigarettes 21 (poor but will give up totally tomorrow), number of correct lottery numbers 2 (better, but nevertheless useless)...""""Bridget Jones' Diary"" is the devastatingly self-aware, laugh-out-loud daily chronicle of Bridget's permanent, doomed quest for self-improvement — a year in which she resolves to: reduce the circumference of each thigh by 1.5 inches, visit the gym three times a week not just to buy a sandwich, form a functional relationship with a responsible adult - and learn to program the VCR.Over the course of the year, Bridget loses a total of 72 pounds but gains a total of 74. She remains, however, optimistic. Through it all, Bridget will have you helpless with laughter, and — like millions of readers the world round — you'll find yourself shouting, ""Bridget Jones is me!""","['Fiction', 'Chick Lit', 'Romance', 'Humor', 'Contemporary', 'Comedy', 'Adult']",3.80,"952,870",https://www.goodreads.com/book/show/227443.Bridget_Jones_s_Diary
